slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
abrinal01,Alex Abrines,SHOOTING GUARD,25,OKLAHOMA CITY THUNDER,31,2,588,56,157,41,127,12,13,5,43,20,17,6,14,53
acyqu01,Quincy Acy,POWER FORWARD,28,PHOENIX SUNS,10,0,123,4,18,2,15,7,10,3,22,8,1,4,4,24
adamsja01,Jaylen Adams,POINT GUARD,22,ATLANTA HAWKS,31,0,370,32,96,23,69,6,8,11,40,57,9,4,22,40
adamsst01,Steven Adams,CENTER,25,OKLAHOMA CITY THUNDER,76,76,2569,466,779,0,2,142,284,371,354,122,116,73,130,192
adebaba01,Bam Adebayo,CENTER,21,MIAMI HEAT,78,25,1809,262,455,2,13,159,216,160,405,180,64,63,115,197
adelde01,Deng Adel,SMALL FORWARD,21,CLEVELAND CAVALIERS,16,3,185,10,34,5,21,2,2,2,15,5,1,4,5,12
akoonde01,DeVaughn Akoon-Purcell,SHOOTING GUARD,25,DENVER NUGGETS,7,0,22,3,10,0,4,1,2,1,3,6,2,0,2,4
aldrila01,LaMarcus Aldridge,CENTER,33,SAN ANTONIO SPURS,78,78,2594,653,1267,10,40,335,396,235,473,189,41,105,141,174
alkinra01,Rawle Alkins,SHOOTING GUARD,21,CHICAGO BULLS,7,0,68,8,25,2,9,5,7,9,10,9,1,0,5,4
allengr01,Grayson Allen,SHOOTING GUARD,23,UTAH JAZZ,34,1,321,44,127,24,79,29,42,1,13,18,4,4,23,36
allenja01,Jarrett Allen,CENTER,20,BROOKLYN NETS,77,77,2034,325,550,6,44,194,274,186,458,108,42,117,100,180
allenka01,Kadeem Allen,SHOOTING GUARD,26,NEW YORK KNICKS,18,1,387,62,131,15,33,37,46,8,38,68,14,3,26,45
aminual01,Al-Farouq Aminu,POWER FORWARD,28,PORTLAND TRAIL BLAZERS,78,78,2215,246,565,93,267,140,162,106,474,101,65,31,69,142
anderju01,Justin Anderson,SMALL FORWARD,25,ATLANTA HAWKS,45,3,405,59,142,20,67,20,29,24,53,19,19,13,20,41
anderky01,Kyle Anderson,SMALL FORWARD,25,MEMPHIS GRIZZLIES,43,40,1281,150,276,9,34,37,64,48,203,128,54,37,58,112
anderry01,Ryan Anderson,POWER FORWARD,30,PHOENIX SUNS,15,8,278,19,60,7,34,11,14,14,31,17,3,1,12,23
anderry01,Ryan Anderson,POWER FORWARD,30,MIAMI HEAT,9,0,43,2,9,2,6,1,2,4,5,2,1,0,2,2
anigbik01,Ike Anigbogu,CENTER,20,INDIANA PACERS,3,0,6,0,3,0,0,0,0,1,2,1,0,1,1,0
antetgi01,Giannis Antetokounmpo,POWER FORWARD,24,MILWAUKEE BUCKS,70,70,2299,698,1210,47,191,476,653,156,720,415,91,102,267,230
antetko01,Kostas Antetokounmpo,POWER FORWARD,21,DALLAS MAVERICKS,2,0,11,0,3,0,0,2,4,0,1,0,2,0,1,0
anthoca01,Carmelo Anthony,POWER FORWARD,34,HOUSTON ROCKETS,10,2,294,49,121,21,64,15,22,9,45,5,4,7,8,32
anunoog01,OG Anunoby,SMALL FORWARD,21,TORONTO RAPTORS,64,6,1301,178,390,66,195,34,60,56,134,44,44,22,51,137
arcidry01,Ryan Arcidiacono,POINT GUARD,24,CHICAGO BULLS,78,30,1881,176,392,78,208,79,91,25,180,258,62,4,61,165
arizatr01,Trevor Ariza,SMALL FORWARD,33,PHOENIX SUNS,26,26,884,86,227,50,139,36,43,16,129,87,38,8,39,44
arizatr01,Trevor Ariza,SMALL FORWARD,33,WASHINGTON WIZARDS,43,43,1465,208,509,95,295,94,121,34,192,165,53,13,67,86
augusdj01,D.J. Augustin,POINT GUARD,31,ORLANDO MAGIC,78,78,2179,302,644,126,300,176,203,40,149,405,49,4,120,110
aytonde01,Deandre Ayton,CENTER,20,PHOENIX SUNS,71,70,2183,509,870,0,4,141,189,223,506,125,61,67,126,209
bacondw01,Dwayne Bacon,SHOOTING GUARD,23,CHARLOTTE HORNETS,39,9,632,99,210,33,70,33,45,7,74,39,10,5,17,61
baglema01,Marvin Bagley,POWER FORWARD,19,SACRAMENTO KINGS,58,3,1455,329,641,26,84,172,247,150,278,59,32,57,91,114
bakerro01,Ron Baker,SHOOTING GUARD,25,NEW YORK KNICKS,11,0,107,4,16,1,9,5,6,1,6,13,5,0,3,16
bakerro01,Ron Baker,SHOOTING GUARD,25,WASHINGTON WIZARDS,4,0,45,0,4,0,4,0,0,0,4,2,1,1,2,2
baldwwa01,Wade Baldwin,POINT GUARD,22,PORTLAND TRAIL BLAZERS,16,0,94,10,33,2,9,8,11,2,13,12,1,2,14,11
balllo01,Lonzo Ball,POINT GUARD,21,LOS ANGELES LAKERS,47,45,1423,185,456,75,228,20,48,54,197,255,69,19,103,114
bambamo01,Mohamed Bamba,CENTER,20,ORLANDO MAGIC,47,1,766,117,243,21,70,37,63,64,169,39,13,64,43,102
bareajo01,J.J. Barea,POINT GUARD,34,DALLAS MAVERICKS,38,0,752,161,385,38,128,55,78,13,82,211,22,1,72,50
barneha02,Harrison Barnes,POWER FORWARD,26,DALLAS MAVERICKS,49,49,1584,290,717,121,311,165,198,36,171,62,33,11,68,79
barneha02,Harrison Barnes,SMALL FORWARD,26,SACRAMENTO KINGS,24,24,837,123,271,45,114,53,65,19,117,46,16,1,28,41
bartowi01,Will Barton,SHOOTING GUARD,28,DENVER NUGGETS,39,34,1090,176,431,65,184,54,69,31,150,115,17,20,62,79
bateske01,Keita Bates-Diop,SMALL FORWARD,23,MINNESOTA TIMBERWOLVES,26,3,417,49,116,11,43,15,24,12,52,13,14,12,9,25
batumni01,Nicolas Batum,SMALL FORWARD,30,CHARLOTTE HORNETS,71,69,2268,251,556,114,293,77,89,70,307,239,70,42,115,134
bayleje01,Jerryd Bayless,POINT GUARD,30,MINNESOTA TIMBERWOLVES,33,6,640,80,225,28,97,16,28,11,49,114,18,2,30,53
baynear01,Aron Baynes,CENTER,32,BOSTON CELTICS,49,16,780,98,211,20,59,53,62,83,142,52,11,32,39,122
bazemke01,Kent Bazemore,SHOOTING GUARD,29,ATLANTA HAWKS,65,35,1601,272,669,91,287,125,171,37,220,148,89,42,119,165
bealbr01,Bradley Beal,SHOOTING GUARD,25,WASHINGTON WIZARDS,79,79,2957,744,1562,203,580,354,439,87,314,434,120,58,221,224
beaslma01,Malik Beasley,SHOOTING GUARD,22,DENVER NUGGETS,77,18,1789,327,693,154,384,53,60,33,162,92,50,9,53,113
beaslmi01,Michael Beasley,POWER FORWARD,30,LOS ANGELES LAKERS,26,2,277,75,153,3,17,28,39,13,47,25,9,10,27,42
belinma01,Marco Belinelli,SHOOTING GUARD,32,SAN ANTONIO SPURS,77,1,1784,284,681,147,392,112,124,16,180,130,35,8,71,119
belljo01,Jordan Bell,CENTER,24,GOLDEN STATE WARRIORS,63,2,715,84,167,0,2,22,37,49,116,68,20,47,37,76
bembrde01,DeAndre' Bembry,SHOOTING GUARD,24,ATLANTA HAWKS,79,15,1859,260,584,50,169,79,126,49,289,194,100,41,136,178
bendedr01,Dragan Bender,POWER FORWARD,21,PHOENIX SUNS,43,24,716,73,164,20,90,22,36,28,126,44,16,14,32,77
bertada02,Dairis Bertans,SHOOTING GUARD,29,NEW ORLEANS PELICANS,9,0,106,9,31,7,24,0,0,2,4,6,1,0,2,5
bertada01,Davis Bertans,POWER FORWARD,26,SAN ANTONIO SPURS,73,12,1573,192,429,139,322,50,57,23,233,96,34,33,40,132
beverpa01,Patrick Beverley,POINT GUARD,30,LOS ANGELES CLIPPERS,77,48,2115,189,468,108,275,96,123,76,306,294,66,43,84,261
birchkh01,Khem Birch,CENTER,26,ORLANDO MAGIC,47,0,592,84,138,0,1,57,81,75,104,35,17,27,19,65
biyombi01,Bismack Biyombo,CENTER,26,CHARLOTTE HORNETS,50,28,710,83,144,0,0,53,81,75,152,28,11,41,30,96
bjeline01,Nemanja Bjelica,POWER FORWARD,30,SACRAMENTO KINGS,73,66,1704,268,560,96,239,64,85,124,315,142,52,56,82,189
blakean01,Antonio Blakeney,SHOOTING GUARD,22,CHICAGO BULLS,56,3,815,163,390,36,90,49,74,7,98,39,11,9,35,40
bledser01,Eric Bledsoe,POINT GUARD,29,MILWAUKEE BUCKS,75,75,2212,454,944,119,366,173,229,79,274,414,112,28,160,152
blossja01,Jaron Blossomgame,SMALL FORWARD,25,CLEVELAND CAVALIERS,27,4,439,47,106,10,39,10,13,26,72,13,7,8,11,20
bogdabo01,Bogdan Bogdanovic,SHOOTING GUARD,26,SACRAMENTO KINGS,66,17,1839,339,812,123,344,130,157,37,193,256,69,15,112,140
bogdabo02,Bojan Bogdanovic,SMALL FORWARD,29,INDIANA PACERS,79,79,2519,516,1032,162,379,243,301,33,293,157,68,1,132,137
bogutan01,Andrew Bogut,CENTER,34,GOLDEN STATE WARRIORS,8,3,88,14,28,0,0,3,3,8,31,10,1,4,3,14
boldejo01,Jonah Bolden,POWER FORWARD,23,PHILADELPHIA 76ERS,41,9,581,74,147,29,86,13,27,46,108,37,17,38,35,93
bongais01,Isaac Bonga,POINT GUARD,19,LOS ANGELES LAKERS,18,0,70,4,24,0,6,6,9,5,12,9,6,1,4,5
bookede01,Devin Booker,SHOOTING GUARD,22,PHOENIX SUNS,64,64,2242,586,1255,135,414,393,454,39,226,433,56,13,264,200
bouchch01,Chris Boucher,POWER FORWARD,26,TORONTO RAPTORS,27,0,139,27,66,11,34,13,15,15,28,0,6,22,5,29
bradlav01,Avery Bradley,SHOOTING GUARD,28,LOS ANGELES CLIPPERS,49,49,1463,161,420,58,172,20,25,35,96,96,27,16,61,133
bradlav01,Avery Bradley,SHOOTING GUARD,28,MEMPHIS GRIZZLIES,14,14,442,87,188,28,73,23,25,8,36,56,14,0,28,34
bradlto01,Tony Bradley,CENTER,21,UTAH JAZZ,1,0,9,0,3,0,0,0,0,2,1,0,0,0,1,1
breweco01,Corey Brewer,SMALL FORWARD,32,PHILADELPHIA 76ERS,7,3,140,20,49,4,14,9,13,4,13,10,12,2,8,16
breweco01,Corey Brewer,SMALL FORWARD,32,SACRAMENTO KINGS,20,0,286,31,66,10,29,22,30,16,33,23,12,5,7,40
bridgmi01,Mikal Bridges,SMALL FORWARD,22,PHOENIX SUNS,79,53,2294,229,533,102,303,86,108,54,199,167,125,37,70,196
bridgmi02,Miles Bridges,SMALL FORWARD,20,CHARLOTTE HORNETS,76,21,1562,216,473,59,184,53,71,61,241,78,51,42,48,110
briscis01,Isaiah Briscoe,POINT GUARD,22,ORLANDO MAGIC,39,0,559,55,138,11,34,15,26,5,69,87,11,2,31,66
broekry01,Ryan Broekhoff,SHOOTING GUARD,28,DALLAS MAVERICKS,38,0,384,51,109,34,81,11,13,5,48,19,4,4,11,30
brogdma01,Malcolm Brogdon,SHOOTING GUARD,26,MILWAUKEE BUCKS,64,64,1832,378,748,104,244,141,152,65,223,205,46,13,91,102
brookdi01,Dillon Brooks,SMALL FORWARD,23,MEMPHIS GRIZZLIES,18,0,330,49,122,15,40,22,30,9,22,16,10,4,19,50
brookma01,MarShon Brooks,SHOOTING GUARD,30,MEMPHIS GRIZZLIES,29,0,387,76,169,15,54,23,33,12,33,25,9,4,21,33
brownbr01,Bruce Brown,SHOOTING GUARD,22,DETROIT PISTONS,70,52,1361,116,299,24,91,38,53,43,129,85,35,35,45,168
brownja02,Jaylen Brown,SHOOTING GUARD,22,BOSTON CELTICS,72,24,1869,357,771,92,269,130,196,64,245,97,65,32,96,182
brownlo01,Lorenzo Brown,POINT GUARD,28,TORONTO RAPTORS,26,0,212,23,71,6,28,3,3,5,26,28,12,5,16,22
brownst02,Sterling Brown,SHOOTING GUARD,23,MILWAUKEE BUCKS,54,4,920,130,278,51,137,21,30,27,138,73,24,8,38,81
browntr01,Troy Brown,SMALL FORWARD,19,WASHINGTON WIZARDS,49,7,641,84,203,19,58,30,45,32,97,70,20,4,27,51
brunsja01,Jalen Brunson,POINT GUARD,22,DALLAS MAVERICKS,70,36,1508,252,536,62,173,80,110,25,135,208,36,4,83,120
bryanth01,Thomas Bryant,CENTER,21,WASHINGTON WIZARDS,69,50,1424,288,474,30,92,102,130,108,326,88,24,65,56,122
bullore01,Reggie Bullock,SHOOTING GUARD,27,DETROIT PISTONS,44,44,1355,182,441,114,294,56,64,20,103,109,24,5,54,79
bullore01,Reggie Bullock,SHOOTING GUARD,27,LOS ANGELES LAKERS,19,16,524,63,153,34,99,17,21,2,48,20,16,7,11,30
burketr01,Trey Burke,POINT GUARD,26,NEW YORK KNICKS,33,7,689,148,358,30,86,62,75,15,47,94,21,5,29,33
burketr01,Trey Burke,POINT GUARD,26,DALLAS MAVERICKS,21,0,354,72,157,20,56,30,37,12,21,53,10,2,19,18
burksal01,Alec Burks,SHOOTING GUARD,27,UTAH JAZZ,17,0,269,47,114,16,43,33,38,2,25,20,6,4,15,22
burksal01,Alec Burks,SHOOTING GUARD,27,CLEVELAND CAVALIERS,34,24,979,136,340,45,119,79,98,26,160,98,25,16,46,62
burksal01,Alec Burks,SHOOTING GUARD,27,SACRAMENTO KINGS,13,0,127,9,20,0,6,4,5,2,20,10,8,1,4,7
burtode02,Deonte Burton,SHOOTING GUARD,25,OKLAHOMA CITY THUNDER,30,0,238,33,82,8,27,7,10,4,24,9,6,8,9,31
butleji01,Jimmy Butler,SHOOTING GUARD,29,MINNESOTA TIMBERWOLVES,10,10,361,74,157,17,45,48,61,16,36,43,24,10,14,18
butleji01,Jimmy Butler,SMALL FORWARD,29,PHILADELPHIA 76ERS,54,54,1808,342,742,50,147,264,304,106,184,219,99,29,79,92
cabocbr01,Bruno Caboclo,SMALL FORWARD,23,MEMPHIS GRIZZLIES,30,15,674,75,179,37,104,37,45,36,92,38,12,29,30,70
caldejo01,Jose Calderon,POINT GUARD,37,DETROIT PISTONS,48,0,628,45,119,14,56,9,11,11,49,115,16,3,35,63
caldwke01,Kentavious Caldwell-Pope,SHOOTING GUARD,25,LOS ANGELES LAKERS,78,19,1888,289,659,138,389,126,143,44,175,89,68,13,59,131
canaais01,Isaiah Canaan,POINT GUARD,27,PHOENIX SUNS,19,15,503,51,129,25,72,15,20,5,44,62,12,0,29,46
canaais01,Isaiah Canaan,POINT GUARD,27,MINNESOTA TIMBERWOLVES,7,1,95,11,29,7,19,4,4,0,5,19,2,1,4,4
canaais01,Isaiah Canaan,POINT GUARD,27,MILWAUKEE BUCKS,4,0,31,2,6,2,5,0,0,1,3,3,0,1,2,2
capelca01,Clint Capela,CENTER,24,HOUSTON ROCKETS,64,64,2163,454,706,0,0,154,243,287,523,89,43,97,91,161
carrode01,DeMarre Carroll,POWER FORWARD,32,BROOKLYN NETS,65,6,1661,223,560,106,303,184,242,67,272,83,30,10,72,112
carteje01,Jevon Carter,POINT GUARD,23,MEMPHIS GRIZZLIES,35,3,495,37,149,18,77,19,24,11,43,62,25,11,30,49
cartevi01,Vince Carter,SMALL FORWARD,42,ATLANTA HAWKS,73,9,1266,192,448,120,301,41,59,30,155,84,43,23,45,134
cartewe01,Wendell Carter,CENTER,19,CHICAGO BULLS,44,44,1110,180,371,6,32,89,112,87,220,78,26,58,65,152
cartemi01,Michael Carter-Williams,POINT GUARD,27,HOUSTON ROCKETS,16,1,145,25,61,7,19,12,26,3,10,21,9,6,10,27
cartemi01,Michael Carter-Williams,POINT GUARD,27,ORLANDO MAGIC,9,0,168,17,49,3,16,12,17,12,31,33,5,9,6,15
carusal01,Alex Caruso,POINT GUARD,24,LOS ANGELES LAKERS,21,0,372,50,104,18,35,40,51,14,31,42,19,7,24,44
casspom01,Omri Casspi,SMALL FORWARD,30,MEMPHIS GRIZZLIES,36,0,520,86,161,15,43,39,58,17,98,26,20,9,23,35
caulewi01,Willie Cauley-Stein,CENTER,25,SACRAMENTO KINGS,78,78,2145,402,727,1,2,135,248,175,482,190,93,49,84,221
caupatr01,Troy Caupain,POINT GUARD,23,ORLANDO MAGIC,4,0,16,4,8,2,3,0,0,1,2,4,1,0,0,0
cavanty01,Tyler Cavanaugh,POWER FORWARD,24,UTAH JAZZ,8,0,19,2,6,0,3,2,2,1,3,0,0,0,1,0
chandty01,Tyson Chandler,CENTER,36,PHOENIX SUNS,7,0,89,8,12,0,0,10,18,7,32,6,2,1,7,21
chandty01,Tyson Chandler,CENTER,36,LOS ANGELES LAKERS,48,6,786,53,87,0,1,41,69,85,183,31,19,22,35,89
chandwi01,Wilson Chandler,POWER FORWARD,31,PHILADELPHIA 76ERS,36,32,951,91,207,46,118,13,18,44,124,72,22,18,39,94
chandwi01,Wilson Chandler,SMALL FORWARD,31,LOS ANGELES CLIPPERS,12,0,168,17,47,10,30,2,3,3,33,7,3,2,5,22
chealjo01,Joe Chealey,POINT GUARD,23,CHARLOTTE HORNETS,1,0,8,1,3,0,0,0,0,0,0,1,0,0,0,1
chiozch01,Chris Chiozza,POINT GUARD,23,HOUSTON ROCKETS,5,0,20,1,3,1,1,0,0,1,2,2,1,0,1,1
chrisma01,Marquese Chriss,POWER FORWARD,21,HOUSTON ROCKETS,16,0,104,11,34,1,15,6,7,7,21,6,2,4,12,17
chrisma01,Marquese Chriss,POWER FORWARD,21,CLEVELAND CAVALIERS,23,2,346,49,125,15,52,22,32,29,69,15,11,7,22,59
clarkga01,Gary Clark,POWER FORWARD,24,HOUSTON ROCKETS,49,2,620,47,143,38,130,7,7,21,89,18,19,26,7,45
clarkia01,Ian Clark,SHOOTING GUARD,27,NEW ORLEANS PELICANS,57,3,859,123,323,52,170,28,31,11,69,83,17,5,55,86
clarkjo01,Jordan Clarkson,SHOOTING GUARD,26,CLEVELAND CAVALIERS,77,0,2102,508,1131,138,426,160,189,80,184,186,56,13,128,109
collijo01,John Collins,POWER FORWARD,21,ATLANTA HAWKS,59,57,1759,449,798,54,151,196,257,206,358,114,21,38,113,192
colliza01,Zach Collins,CENTER,21,PORTLAND TRAIL BLAZERS,73,0,1295,180,381,38,116,91,122,102,206,68,24,61,71,168
collida01,Darren Collison,POINT GUARD,31,INDIANA PACERS,74,74,2104,305,644,79,189,154,186,36,193,449,107,9,122,133
colsobo01,Bonzie Colson,SMALL FORWARD,23,MILWAUKEE BUCKS,6,1,49,6,22,2,11,4,4,6,13,3,1,1,1,3
conlemi01,Mike Conley,POINT GUARD,31,MEMPHIS GRIZZLIES,70,70,2342,490,1120,155,426,343,406,40,199,449,94,22,130,123
connapa01,Pat Connaughton,SHOOTING GUARD,26,MILWAUKEE BUCKS,57,2,1157,148,322,61,186,27,37,54,181,113,29,24,29,73
cookqu01,Quinn Cook,POINT GUARD,25,GOLDEN STATE WARRIORS,69,9,952,175,387,71,179,17,22,21,127,104,19,3,44,79
couside01,DeMarcus Cousins,CENTER,28,GOLDEN STATE WARRIORS,27,27,689,158,321,20,76,98,131,40,176,96,35,43,65,102
covinro01,Robert Covington,SMALL FORWARD,28,PHILADELPHIA 76ERS,13,13,440,50,117,30,77,17,23,7,60,14,24,23,22,45
covinro01,Robert Covington,SMALL FORWARD,28,MINNESOTA TIMBERWOLVES,22,22,763,106,245,55,148,51,66,21,105,32,50,24,25,81
crabbal01,Allen Crabbe,SHOOTING GUARD,26,BROOKLYN NETS,43,20,1133,137,373,98,259,41,56,16,132,46,23,13,46,102
craigto01,Torrey Craig,SMALL FORWARD,28,DENVER NUGGETS,71,37,1419,148,343,54,176,42,62,83,166,66,37,45,43,163
crawfja01,Jamal Crawford,SHOOTING GUARD,38,PHOENIX SUNS,61,0,1111,138,370,52,172,74,90,8,66,211,28,11,90,71
creekmi01,Mitch Creek,SMALL FORWARD,26,BROOKLYN NETS,4,0,36,5,10,0,1,5,7,5,5,5,1,0,0,3
crowdja01,Jae Crowder,SMALL FORWARD,28,UTAH JAZZ,76,9,2086,305,763,166,501,133,187,59,306,127,64,28,82,164
cunnida01,Dante Cunningham,POWER FORWARD,31,SAN ANTONIO SPURS,62,21,907,75,155,30,64,14,18,48,138,49,26,13,21,69
curryse01,Seth Curry,SHOOTING GUARD,28,PORTLAND TRAIL BLAZERS,72,2,1349,200,443,107,239,44,52,27,89,65,33,11,58,96
curryst01,Stephen Curry,POINT GUARD,30,GOLDEN STATE WARRIORS,65,65,2227,604,1281,340,777,254,278,43,304,342,90,23,184,161
danietr01,Troy Daniels,SHOOTING GUARD,27,PHOENIX SUNS,48,1,700,107,255,69,179,18,23,12,56,25,23,5,27,72
davisan02,Anthony Davis,CENTER,25,NEW ORLEANS PELICANS,56,56,1850,530,1026,48,145,344,433,174,498,218,88,135,112,132
davisde01,Deyonta Davis,CENTER,22,ATLANTA HAWKS,6,0,86,10,17,0,1,3,4,7,20,4,3,4,3,11
davised01,Ed Davis,CENTER,29,BROOKLYN NETS,78,1,1403,178,292,0,2,96,155,210,466,61,34,33,64,226
davisty01,Tyler Davis,CENTER,21,OKLAHOMA CITY THUNDER,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
dedmode01,Dewayne Dedmon,CENTER,29,ATLANTA HAWKS,64,52,1609,259,526,83,217,92,113,105,375,90,69,71,84,214
dekkesa01,Sam Dekker,POWER FORWARD,24,CLEVELAND CAVALIERS,9,5,169,22,48,5,13,8,10,9,24,9,11,0,5,13
dekkesa01,Sam Dekker,POWER FORWARD,24,WASHINGTON WIZARDS,35,0,550,92,184,11,38,20,36,37,66,34,23,7,17,29
