slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
pattepa01,Patrick Patterson,POWER FORWARD,29,OKLAHOMA CITY THUNDER,61,5,854,82,218,46,136,19,30,41,104,31,16,13,21,45
pattoju01,Justin Patton,CENTER,21,PHILADELPHIA 76ERS,3,0,21,2,7,0,2,1,2,2,4,3,2,0,0,5
paulch01,Chris Paul,POINT GUARD,33,HOUSTON ROCKETS,55,55,1773,287,688,117,335,174,202,35,216,448,106,18,147,142
payneca01,Cameron Payne,POINT GUARD,24,CHICAGO BULLS,31,12,536,69,168,16,59,22,25,10,43,83,20,6,34,49
payneca01,Cameron Payne,POINT GUARD,24,CLEVELAND CAVALIERS,9,1,176,27,55,9,25,11,16,3,16,23,8,3,11,15
paytoel01,Elfrid Payton,POINT GUARD,24,NEW ORLEANS PELICANS,39,39,1142,162,375,29,94,50,67,48,155,287,41,13,101,75
paytoga02,Gary Payton,POINT GUARD,26,WASHINGTON WIZARDS,3,0,16,5,8,1,2,0,0,1,1,4,3,1,1,2
pinsoth01,Theo Pinson,SHOOTING GUARD,23,BROOKLYN NETS,17,0,192,23,66,12,42,19,22,2,30,19,5,0,15,13
plumlma01,Mason Plumlee,CENTER,28,DENVER NUGGETS,78,16,1622,251,416,2,9,107,191,159,334,223,62,70,123,238
plumlmi01,Miles Plumlee,CENTER,30,ATLANTA HAWKS,18,0,173,32,48,0,0,16,30,16,23,17,6,4,10,14
poeltja01,Jakob Poeltl,CENTER,23,SAN ANTONIO SPURS,74,21,1203,175,275,0,0,48,90,172,219,88,27,65,47,118
pondequ01,Quincy Pondexter,SMALL FORWARD,30,SAN ANTONIO SPURS,50,0,280,27,56,6,18,32,40,8,36,24,9,1,12,24
porteot01,Otto Porter,SMALL FORWARD,25,WASHINGTON WIZARDS,41,28,1191,202,442,65,176,49,64,40,191,80,64,22,40,79
porteot01,Otto Porter,SMALL FORWARD,25,CHICAGO BULLS,15,15,492,97,201,39,80,29,32,14,69,40,18,9,25,29
portibo01,Bobby Portis,POWER FORWARD,23,CHICAGO BULLS,22,6,531,122,271,27,72,39,50,46,115,29,11,8,29,61
portibo01,Bobby Portis,POWER FORWARD,23,WASHINGTON WIZARDS,25,19,684,143,320,43,105,33,42,53,162,37,23,12,41,77
poweldw01,Dwight Powell,CENTER,27,DALLAS MAVERICKS,74,19,1581,279,468,39,124,185,239,129,256,106,43,47,64,190
powelno01,Norman Powell,SHOOTING GUARD,25,TORONTO RAPTORS,57,3,1066,181,380,62,162,57,69,16,113,87,37,13,62,91
poythal01,Alex Poythress,POWER FORWARD,25,ATLANTA HAWKS,21,1,305,40,81,9,23,18,29,29,47,17,4,10,13,47
qizh01,Zhou Qi,POWER FORWARD,23,HOUSTON ROCKETS,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
rabbiv01,Ivan Rabb,POWER FORWARD,21,MEMPHIS GRIZZLIES,45,10,606,100,177,3,12,40,57,61,115,41,15,14,31,78
randlch01,Chasson Randle,POINT GUARD,25,WASHINGTON WIZARDS,46,2,676,84,195,40,98,38,55,10,42,87,22,3,40,85
randlju01,Julius Randle,POWER FORWARD,24,NEW ORLEANS PELICANS,72,48,2194,558,1065,67,193,351,476,156,464,226,52,45,203,244
redicjj01,J.J. Redick,SHOOTING GUARD,34,PHILADELPHIA 76ERS,74,61,2325,434,1000,231,589,221,248,20,159,202,30,16,100,126
reedda01,Davon Reed,SHOOTING GUARD,23,INDIANA PACERS,8,0,22,2,4,1,1,0,0,1,1,2,0,0,1,1
reynoca01,Cameron Reynolds,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,15,0,194,22,55,13,35,8,9,4,19,10,5,2,2,19
richajo01,Josh Richardson,SHOOTING GUARD,25,MIAMI HEAT,73,73,2539,423,1026,164,460,199,231,54,209,298,79,34,113,200
richama01,Malachi Richardson,SHOOTING GUARD,23,TORONTO RAPTORS,22,0,103,9,29,8,25,4,5,2,11,0,1,0,8,13
riverau01,Austin Rivers,SHOOTING GUARD,26,WASHINGTON WIZARDS,29,2,683,76,194,33,106,25,46,10,61,58,18,10,36,72
riverau01,Austin Rivers,SHOOTING GUARD,26,HOUSTON ROCKETS,44,13,1278,148,357,67,208,25,48,15,71,100,27,13,31,132
robinde01,Devin Robinson,SMALL FORWARD,23,WASHINGTON WIZARDS,4,0,32,8,13,0,0,3,6,2,5,2,3,1,0,2
robindu01,Duncan Robinson,POWER FORWARD,24,MIAMI HEAT,13,1,114,11,32,7,26,2,3,0,13,2,3,0,2,8
robingl02,Glenn Robinson,SMALL FORWARD,25,DETROIT PISTONS,44,18,567,70,167,17,59,31,38,17,44,19,12,7,18,43
robinje01,Jerome Robinson,SHOOTING GUARD,21,LOS ANGELES CLIPPERS,30,0,277,36,94,16,50,5,7,3,29,14,9,3,7,41
robinmi01,Mitchell Robinson,CENTER,20,NEW YORK KNICKS,62,15,1237,185,268,0,0,73,124,167,217,36,50,152,32,201
rondora01,Rajon Rondo,POINT GUARD,32,LOS ANGELES LAKERS,44,27,1302,164,401,46,129,23,33,33,200,353,55,7,119,98
rosede01,Derrick Rose,POINT GUARD,30,MINNESOTA TIMBERWOLVES,51,13,1392,363,753,54,146,137,160,33,107,220,31,12,82,57
rosste01,Terrence Ross,SHOOTING GUARD,27,ORLANDO MAGIC,78,0,2067,414,982,200,535,109,127,25,244,128,69,28,85,117
roziete01,Terry Rozier,POINT GUARD,24,BOSTON CELTICS,76,13,1739,246,643,113,324,72,91,32,266,224,67,20,64,99
rubiori01,Ricky Rubio,POINT GUARD,28,UTAH JAZZ,67,66,1894,294,729,79,254,193,224,33,208,416,91,10,179,179
russeda01,D'Angelo Russell,POINT GUARD,22,BROOKLYN NETS,78,78,2366,635,1474,223,616,153,197,48,252,542,97,19,246,137
sabondo01,Domantas Sabonis,CENTER,22,INDIANA PACERS,72,5,1785,399,678,9,17,207,289,183,489,206,46,30,155,235
sampsbr01,Brandon Sampson,SHOOTING GUARD,21,CHICAGO BULLS,11,2,143,18,40,5,20,3,4,1,10,7,4,2,10,12
sampsja02,JaKarr Sampson,SMALL FORWARD,25,CHICAGO BULLS,2,0,59,14,21,3,4,9,10,3,13,2,3,1,3,6
saricda01,Dario Saric,POWER FORWARD,24,PHILADELPHIA 76ERS,13,13,396,48,132,21,70,27,30,21,65,26,4,3,25,39
saricda01,Dario Saric,POWER FORWARD,24,MINNESOTA TIMBERWOLVES,64,24,1512,232,514,88,229,94,109,100,245,92,41,5,68,134
satorto01,Tomas Satoransky,POINT GUARD,27,WASHINGTON WIZARDS,77,51,2080,246,508,61,155,124,151,79,191,384,80,13,115,169
schrode01,Dennis Schroder,POINT GUARD,25,OKLAHOMA CITY THUNDER,75,13,2182,430,1046,112,337,175,216,34,231,308,59,12,164,177
scottmi01,Mike Scott,POWER FORWARD,30,LOS ANGELES CLIPPERS,52,0,748,92,230,52,133,12,18,24,150,44,17,8,27,88
scottmi01,Mike Scott,POWER FORWARD,30,PHILADELPHIA 76ERS,24,0,566,64,170,41,107,10,15,18,67,19,9,4,17,61
sefolth01,Thabo Sefolosha,SMALL FORWARD,34,UTAH JAZZ,46,1,519,60,124,29,68,13,20,6,103,21,36,5,23,39
seldewa01,Wayne Selden,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,32,0,455,65,161,20,63,22,29,16,28,36,10,6,23,48
seldewa01,Wayne Selden,SHOOTING GUARD,24,CHICAGO BULLS,40,10,923,123,299,33,102,45,61,20,100,65,23,7,53,79
sextoco01,Collin Sexton,POINT GUARD,20,CLEVELAND CAVALIERS,78,68,2457,487,1139,110,270,207,246,57,176,222,40,6,173,179
shamela01,Landry Shamet,SHOOTING GUARD,21,PHILADELPHIA 76ERS,54,4,1108,153,347,99,245,44,54,14,64,59,24,8,26,106
shamela01,Landry Shamet,SHOOTING GUARD,21,LOS ANGELES CLIPPERS,22,20,616,77,187,60,135,28,33,6,42,49,13,1,15,43
shumpim01,Iman Shumpert,SHOOTING GUARD,28,SACRAMENTO KINGS,42,40,1099,133,348,74,202,34,41,19,110,91,47,20,38,92
shumpim01,Iman Shumpert,SHOOTING GUARD,28,HOUSTON ROCKETS,18,1,338,29,86,18,62,0,0,8,44,20,12,4,12,34
siakapa01,Pascal Siakam,POWER FORWARD,24,TORONTO RAPTORS,77,76,2465,502,920,73,204,230,294,123,407,242,72,52,147,231
siberjo01,Jordan Sibert,SHOOTING GUARD,26,ATLANTA HAWKS,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0
simmobe01,Ben Simmons,POINT GUARD,22,PHILADELPHIA 76ERS,76,76,2617,524,933,0,6,253,421,166,518,592,108,59,265,203
simmojo02,Jonathon Simmons,SHOOTING GUARD,29,ORLANDO MAGIC,41,9,845,104,286,19,83,56,72,23,77,95,18,14,56,68
simmojo02,Jonathon Simmons,SMALL FORWARD,29,PHILADELPHIA 76ERS,13,0,163,16,41,4,12,13,21,3,14,20,8,0,8,20
simmoko01,Kobi Simmons,POINT GUARD,21,CLEVELAND CAVALIERS,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
simonan01,Anfernee Simons,SHOOTING GUARD,19,PORTLAND TRAIL BLAZERS,18,0,88,15,40,3,17,5,10,0,7,4,0,0,8,7
smartma01,Marcus Smart,SHOOTING GUARD,24,BOSTON CELTICS,78,58,2152,236,555,123,335,101,126,56,173,314,139,27,119,196
smithde03,Dennis Smith,POINT GUARD,21,DALLAS MAVERICKS,32,32,908,157,357,43,125,57,82,18,79,138,40,11,100,82
smithde03,Dennis Smith,POINT GUARD,21,NEW YORK KNICKS,19,17,539,105,258,19,69,39,68,14,41,104,26,9,45,45
smithis01,Ish Smith,POINT GUARD,30,DETROIT PISTONS,52,0,1157,181,443,41,126,42,55,23,111,187,27,11,58,101
smithjr01,J.R. Smith,SHOOTING GUARD,33,CLEVELAND CAVALIERS,11,4,222,27,79,12,39,8,10,0,18,21,11,3,11,19
smithja02,Jason Smith,CENTER,32,WASHINGTON WIZARDS,12,1,130,15,37,4,10,10,12,11,26,12,1,5,7,21
smithja02,Jason Smith,POWER FORWARD,32,MILWAUKEE BUCKS,6,0,40,4,13,3,9,2,2,3,8,1,2,2,5,6
smithja02,Jason Smith,CENTER,32,NEW ORLEANS PELICANS,2,0,20,2,9,2,7,2,2,2,2,1,0,0,1,3
smithzh01,Zhaire Smith,SHOOTING GUARD,19,PHILADELPHIA 76ERS,2,0,15,1,2,1,1,0,0,0,1,1,1,1,0,1
snellto01,Tony Snell,SMALL FORWARD,27,MILWAUKEE BUCKS,74,12,1304,163,361,81,204,37,42,29,128,68,26,18,23,90
spaldra01,Ray Spalding,POWER FORWARD,21,DALLAS MAVERICKS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spaldra01,Ray Spalding,POWER FORWARD,21,PHOENIX SUNS,10,0,75,10,20,0,1,2,7,7,17,3,2,3,6,13
spellom01,Omari Spellman,POWER FORWARD,21,ATLANTA HAWKS,46,11,805,98,244,44,128,32,45,72,122,47,26,25,31,67
stausni01,Nik Stauskas,SHOOTING GUARD,25,PORTLAND TRAIL BLAZERS,44,0,673,96,229,43,125,32,36,10,70,62,14,4,40,31
stausni01,Nik Stauskas,SHOOTING GUARD,25,CLEVELAND CAVALIERS,21,0,304,37,99,25,59,22,24,8,35,18,6,3,9,18
stephdj01,D.J. Stephens,SHOOTING GUARD,28,MEMPHIS GRIZZLIES,1,0,7,1,2,0,0,0,0,0,0,0,1,0,1,0
stephla01,Lance Stephenson,SHOOTING GUARD,28,LOS ANGELES LAKERS,67,3,1103,182,423,72,190,50,73,32,180,137,40,6,83,110
sumneed01,Edmond Sumner,POINT GUARD,23,INDIANA PACERS,20,2,174,16,49,4,20,5,12,7,13,9,9,5,8,21
swanica01,Caleb Swanigan,POWER FORWARD,21,PORTLAND TRAIL BLAZERS,18,0,145,14,44,1,5,6,7,13,39,7,4,0,16,22
swanica01,Caleb Swanigan,FORWARD,21,SACRAMENTO KINGS,1,0,5,0,1,0,0,0,0,1,1,0,0,0,1,1
tatumja01,Jayson Tatum,SMALL FORWARD,20,BOSTON CELTICS,77,77,2415,457,1015,115,306,192,224,69,400,166,81,56,121,166
teaguje01,Jeff Teague,POINT GUARD,30,MINNESOTA TIMBERWOLVES,42,41,1264,176,416,35,105,123,153,16,90,343,43,18,97,90
templga01,Garrett Temple,SHOOTING GUARD,32,MEMPHIS GRIZZLIES,49,49,1530,166,387,74,210,57,76,18,134,69,50,25,54,134
templga01,Garrett Temple,SHOOTING GUARD,32,LOS ANGELES CLIPPERS,23,5,444,35,90,12,44,16,23,8,46,34,21,5,15,61
teodomi01,Milos Teodosic,POINT GUARD,31,LOS ANGELES CLIPPERS,15,0,150,17,40,10,27,4,7,3,13,32,3,1,21,27
terreja01,Jared Terrell,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,11,0,76,8,27,4,12,1,2,1,3,7,3,1,8,9
terryem01,Emanuel Terry,POWER FORWARD,22,PHOENIX SUNS,2,0,20,4,6,0,0,1,2,2,4,1,3,0,2,4
terryem01,Emanuel Terry,POWER FORWARD,22,MIAMI HEAT,1,0,3,0,1,0,0,1,2,1,0,1,0,0,0,0
theisda01,Daniel Theis,CENTER,26,BOSTON CELTICS,63,2,864,142,256,26,63,56,76,84,132,66,20,40,33,154
thomais02,Isaiah Thomas,SHOOTING GUARD,29,DENVER NUGGETS,11,0,157,30,85,11,38,16,23,5,8,20,3,1,17,14
thomakh01,Khyri Thomas,SHOOTING GUARD,22,DETROIT PISTONS,24,0,189,22,65,10,35,7,11,4,16,8,7,5,4,21
thomala01,Lance Thomas,POWER FORWARD,30,NEW YORK KNICKS,45,16,764,74,187,21,76,26,34,21,92,27,17,7,24,83
thompkl01,Klay Thompson,SHOOTING GUARD,28,GOLDEN STATE WARRIORS,74,74,2538,634,1353,232,575,127,156,37,252,177,82,44,113,154
thomptr01,Tristan Thompson,CENTER,27,CLEVELAND CAVALIERS,42,39,1176,197,372,0,0,64,100,172,260,85,28,16,58,89
thornsi01,Sindarius Thornwell,SHOOTING GUARD,24,LOS ANGELES CLIPPERS,61,1,287,16,48,3,15,21,30,5,38,17,14,5,19,38
tollian01,Anthony Tolliver,POWER FORWARD,33,MINNESOTA TIMBERWOLVES,61,0,1004,92,239,76,201,45,56,14,150,40,14,18,34,86
townska01,Karl-Anthony Towns,CENTER,23,MINNESOTA TIMBERWOLVES,75,75,2483,665,1286,141,352,361,434,259,676,253,64,124,224,284
trentga02,Gary Trent,SHOOTING GUARD,20,PORTLAND TRAIL BLAZERS,14,0,63,8,31,4,16,1,4,1,8,2,0,1,3,3
trieral01,Allonzo Trier,SHOOTING GUARD,23,NEW YORK KNICKS,64,3,1459,232,518,52,132,179,223,31,166,119,28,14,116,117
tuckepj01,P.J. Tucker,POWER FORWARD,33,HOUSTON ROCKETS,79,79,2726,198,499,139,368,39,57,116,352,93,128,36,62,242
turneev01,Evan Turner,POINT GUARD,30,PORTLAND TRAIL BLAZERS,70,2,1547,196,425,9,49,64,91,35,283,271,31,16,109,106
turnemy01,Myles Turner,CENTER,22,INDIANA PACERS,72,72,2074,373,767,72,191,145,197,100,420,114,59,195,100,193
udohek01,Ekpe Udoh,CENTER,31,UTAH JAZZ,47,0,262,41,60,0,0,13,19,21,46,21,7,26,11,30
ulisty01,Tyler Ulis,POINT GUARD,23,CHICAGO BULLS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
valanjo01,Jonas Valanciunas,CENTER,26,TORONTO RAPTORS,30,10,564,149,259,9,30,77,94,54,162,29,13,23,39,82
valanjo01,Jonas Valanciunas,CENTER,26,MEMPHIS GRIZZLIES,19,17,527,152,279,5,18,70,91,52,151,41,6,30,51,64
vandeja01,Jarred Vanderbilt,POWER FORWARD,19,DENVER NUGGETS,15,0,54,8,17,0,1,4,8,6,16,3,4,1,4,5
vanvlfr01,Fred VanVleet,POINT GUARD,24,TORONTO RAPTORS,61,27,1680,235,572,108,283,92,109,21,140,293,53,18,77,108
vonleno01,Noah Vonleh,POWER FORWARD,23,NEW YORK KNICKS,68,57,1722,207,440,46,137,111,156,113,415,129,46,51,88,174
vucevni01,Nikola Vucevic,CENTER,28,ORLANDO MAGIC,78,78,2447,680,1319,81,223,174,221,215,722,299,79,87,154,151
wadedw01,Dwyane Wade,SHOOTING GUARD,37,MIAMI HEAT,68,0,1753,381,878,74,227,147,214,66,199,280,58,36,156,111
wagnemo01,Moritz Wagner,CENTER,21,LOS ANGELES LAKERS,39,3,381,61,145,22,70,32,41,15,59,22,10,11,33,49
waitedi01,Dion Waiters,SHOOTING GUARD,27,MIAMI HEAT,40,26,1046,181,435,96,260,22,42,7,102,116,29,8,62,65
walkeke02,Kemba Walker,POINT GUARD,28,CHARLOTTE HORNETS,78,78,2718,684,1594,245,693,363,431,51,291,457,101,32,206,125
walkelo01,Lonnie Walker,SHOOTING GUARD,20,SAN ANTONIO SPURS,14,0,97,13,40,5,11,7,8,0,14,5,6,2,4,7
walljo01,John Wall,POINT GUARD,28,WASHINGTON WIZARDS,32,32,1104,245,552,51,169,122,175,15,101,279,49,29,121,71
wallaty01,Tyrone Wallace,POINT GUARD,24,LOS ANGELES CLIPPERS,59,0,597,85,206,4,19,30,55,20,77,40,21,7,33,79
princta02,Taurean Waller-Prince,SMALL FORWARD,24,ATLANTA HAWKS,52,44,1466,245,550,115,296,89,106,21,169,113,52,18,98,133
wanambr01,Brad Wanamaker,POINT GUARD,29,BOSTON CELTICS,33,0,291,39,84,16,33,18,20,3,30,45,11,2,17,30
warretj01,T.J. Warren,SMALL FORWARD,25,PHOENIX SUNS,43,36,1360,297,611,77,180,101,124,31,143,64,51,29,52,119
washbju01,Julian Washburn,SMALL FORWARD,27,MEMPHIS GRIZZLIES,14,3,191,9,36,3,18,3,4,7,23,12,9,2,5,11
watanyu01,Yuta Watanabe,SMALL FORWARD,24,MEMPHIS GRIZZLIES,13,0,149,12,42,2,13,7,10,2,23,7,3,1,5,8
welshth01,Thomas Welsh,CENTER,22,DENVER NUGGETS,11,0,36,7,13,3,7,1,2,0,4,5,0,0,1,3
westbru01,Russell Westbrook,POINT GUARD,30,OKLAHOMA CITY THUNDER,69,69,2483,596,1400,111,388,282,429,105,661,727,139,32,310,233
whitede01,Derrick White,POINT GUARD,24,SAN ANTONIO SPURS,64,52,1648,247,518,46,137,91,119,34,197,249,66,44,94,139
whiteok01,Okaro White,POWER FORWARD,26,WASHINGTON WIZARDS,3,0,6,0,2,0,2,0,0,1,1,0,0,0,0,0
whiteha01,Hassan Whiteside,CENTER,29,MIAMI HEAT,69,53,1623,370,658,2,16,108,241,252,540,56,44,129,94,186
wiggian01,Andrew Wiggins,SMALL FORWARD,23,MINNESOTA TIMBERWOLVES,69,69,2408,464,1145,108,326,202,287,80,257,172,68,46,130,146
willial03,Alan Williams,POWER FORWARD,26,BROOKLYN NETS,4,0,22,6,10,0,1,2,4,4,13,3,1,0,1,2
willicj01,C.J. Williams,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,13,0,92,12,27,2,12,0,0,1,4,11,3,0,4,13
willijo04,Johnathan Williams,CENTER,23,LOS ANGELES LAKERS,20,0,272,44,75,0,1,14,30,31,32,7,4,5,11,51
willike04,Kenrich Williams,SMALL FORWARD,24,NEW ORLEANS PELICANS,43,26,978,96,254,47,142,11,17,50,153,68,40,15,33,88
willilo02,Lou Williams,SHOOTING GUARD,32,LOS ANGELES CLIPPERS,72,0,1908,471,1097,100,282,410,469,38,170,384,54,9,171,74
willima02,Marvin Williams,POWER FORWARD,32,CHARLOTTE HORNETS,75,75,2133,275,652,140,382,66,86,76,331,92,71,61,47,156
williro04,Robert Williams,CENTER,21,BOSTON CELTICS,30,1,250,33,46,0,0,9,14,24,45,6,8,37,9,30
willitr02,Troy Williams,SMALL FORWARD,24,SACRAMENTO KINGS,18,0,286,40,87,14,41,9,15,9,46,10,10,8,8,34
wilsodj01,D.J. Wilson,POWER FORWARD,22,MILWAUKEE BUCKS,44,1,775,88,215,40,110,20,38,37,148,44,16,19,27,77
winslju01,Justise Winslow,SMALL FORWARD,22,MIAMI HEAT,62,48,1837,303,698,89,235,83,132,60,273,266,65,17,132,161
woodch01,Christian Wood,POWER FORWARD,23,MILWAUKEE BUCKS,13,0,62,12,25,3,5,10,15,4,16,2,0,0,3,3
woodch01,Christian Wood,POWER FORWARD,23,NEW ORLEANS PELICANS,5,0,115,29,50,2,9,18,26,6,33,6,7,8,10,9
wrighde01,Delon Wright,POINT GUARD,26,TORONTO RAPTORS,49,2,897,127,293,30,90,53,61,39,86,110,46,15,37,53
wrighde01,Delon Wright,POINT GUARD,26,MEMPHIS GRIZZLIES,22,7,646,90,212,14,60,48,68,24,74,99,36,14,33,42
yabusgu01,Guerschon Yabusele,POWER FORWARD,23,BOSTON CELTICS,39,0,221,29,65,6,23,15,20,21,25,14,8,7,13,31
youngni01,Nick Young,SHOOTING GUARD,33,DENVER NUGGETS,4,0,37,3,9,3,8,0,0,0,1,2,0,1,2,4
youngth01,Thaddeus Young,POWER FORWARD,30,INDIANA PACERS,79,79,2434,430,821,51,144,87,132,189,327,197,122,36,118,190
youngtr01,Trae Young,POINT GUARD,20,ATLANTA HAWKS,79,79,2442,511,1221,154,471,328,396,60,229,636,67,15,300,138
zelleco01,Cody Zeller,CENTER,26,CHARLOTTE HORNETS,49,47,1243,190,345,6,22,111,141,110,223,102,38,41,62,164
zellety01,Tyler Zeller,CENTER,29,ATLANTA HAWKS,2,0,11,0,2,0,1,0,0,2,4,1,0,0,0,4
zizican01,Ante Zizic,CENTER,22,CLEVELAND CAVALIERS,55,23,996,164,302,0,0,85,121,97,197,46,13,21,53,109
zubaciv01,Ivica Zubac,CENTER,21,LOS ANGELES LAKERS,33,12,516,112,193,0,0,57,66,54,108,25,4,27,33,73
zubaciv01,Ivica Zubac,CENTER,21,LOS ANGELES CLIPPERS,23,23,454,83,157,0,0,38,53,53,120,35,10,20,33,62
